Engagement metrics for individual posts. Created date indicates when your post was created. All dates and times are in UTC.,,,,,,,,,,,,,,,,,,,
Post title,Post link,Post type,Campaign name,Posted by,Created date,Campaign start date,Campaign end date,Audience,Impressions,Views,Offsite Views,Clicks,Click through rate (CTR),Likes,Comments,Reposts,Follows,Engagement rate,Content Type
"We are excited to officially kick off the Digital Market Linkage Lab in Wolaita Sodo! 🎉

Through the SEED Program, 45 medium enterprises are embarking on a 7-week transformation journey designed to strengthen their digital presence, improve market connections, and unlock access to digital financing opportunities.

As you can see from our kickoff session, the energy in the room is incredible! With guidance from dedicated consultants and digital marketing experts like Kimem Digitals, alongside the fresh perspectives of youth interns gaining real-world experience, this initiative is creating meaningful impact—driving both business growth and job creation.

This is more than just a program; it’s a pathway to opportunity.

📈 137 enterprises 
🏙️ 3 cities 
💡 One mission: Empowering businesses and youth through digital innovation.

Desalegn Dargaso Dana

#WolaitaSodo #DigitalMarketing #SEEDProgram #Entrepreneurship #YouthOpportunity #DigitalEconomy #BusinessGrowth #MSMEs",https://www.linkedin.com/feed/update/urn:li:activity:7449787180836847616,Organic,,Amanuel Balcha,04/14/2026,,,All followers,2907,,,396,0.1362229139,59,2,4,,0.1585827321,
"The strength of any startup ecosystem is its people. 🌐 At Orbit Innovation Hub, we've designed an environment specifically to foster growth.

Innovation grows where collaboration happens. We're proud to showcase a dynamic snapshot of our daily life, where ideas grow, teams collaborate effectively, and tangible innovation takes shape. This recent gathering captures that dynamic perfectly.

Are you building the next big thing? We'd love to learn about it. 
Tell us with a 🚀. 
Let's connect.

#HubLife #StartupGrowth #OrbitHub #LinkedInNetwork #InnovationEcosystem #Collaboration",https://www.linkedin.com/feed/update/urn:li:activity:7449728173837012992,Organic,,Amanuel Balcha,04/14/2026,,,All followers,1215,,,69,0.05679012462,32,0,0,,0.08312757313,
ለመላው የኦርቢት ቤተሰቦች መልካም የትንሣኤ በዓል! 🌿✨ የአዲስ ሕይወት፣ የብርሃን እና የተስፋ ወቅት፣ የደስታ በዓል እንዲሆንላችሁ እንመኛለን።,https://www.linkedin.com/feed/update/urn:li:activity:7448988374993993729,Organic,,Amanuel Balcha,04/12/2026,,,All followers,392,,,5,0.01275510248,12,0,0,,0.04336734861,
በዚህ የስቅለት በዓል፣ በኦርቢት (Orbit) የምንገኝ መላው የሥራ ባልደረቦች የሰላም፣ የጥሞና እና የተስፋ ቀን እንዲሆንላችሁ እንመኛለን። ይህንን ታላቅ ቀን ስናከብር፣ የመስዋዕትነትን ዋጋ እና የአዲስ ተስፋን ብርሃን እያሰላሰልን ነው።,https://www.linkedin.com/feed/update/urn:li:activity:7448263680762523648,Organic,,Amanuel Balcha,04/10/2026,,,All followers,598,,,12,0.020066889,13,0,1,,0.04347826168,
"From custom furniture to engineering industrial self-reliance.

Meet kindye niguss the founder of Solution Engineering and Furniture and a standout innovator from our Cohort 03 in #Debrebirhan. Kindye identified a critical gap: the difficulty of finding precise, custom machine parts and furniture in the local market.

Instead of waiting for a solution, he engineered one. 🛠️
By joining the Orbit Innovation Hub incubation program, kindye niguss transformed his vision into a scalable business. The results speak for themselves:
Revenue: Scaled from baseline to 200K ETB Monthly Recurring Revenue.
Job Creation: Now supporting a team of 15 employees.
Strategy: Moved from ""limited strategy"" to clear financial management and defined market positioning.

At Orbit, we don't just support startups; we help founders turn ideas into industrial impact.

Show your support for local manufacturing by sharing Kindye’s story! 👏

#StartupSpotlight #OrbitCommunity #EthiopiaInnovation #Manufacturing #Entrepreneurship #ImpactStory #Cohort03",https://www.linkedin.com/feed/update/urn:li:activity:7447630700394262528,Organic,,Amanuel Balcha,04/08/2026,,,All followers,730,,,31,0.04246575385,15,0,1,,0.06438355893,
"The secret to scaling isn't just a good idea.

Many founders believe a great product is enough, but the reality is that strong ideas grow faster with the right support system. Without a network to stress-test your assumptions, growth can stagnate.

To move from ""idea"" to ""impact,"" focus on these three pillars:
1️⃣ Seek Mentorship: Learn from those who have already navigated the pitfalls.
2️⃣ Market Validation: Don’t build in a vacuum. Talk to your users early and often.
3️⃣ Consistent Execution: Small, daily progress beats occasional bursts of brilliance.

At Orbit Innovation Hub, we provide the ecosystem to make this happen.

What’s the best piece of advice you’ve received as a founder? Share it in the comments! 👇

#StartupGrowth #Entrepreneurship #OrbitHub #EthiopiaTech #BusinessStrategy #FounderTips",https://www.linkedin.com/feed/update/urn:li:activity:7447617517403193345,Organic,,Amanuel Balcha,04/08/2026,,,All followers,1409,,,61,0.04329311475,35,2,5,,0.07310149074,
"Innovation isn't just about code and business plans; it's about people. 💡 

Whether we’re solving complex problems or playing a round of 'Head’s Up' during our Women's Day festivities, collaboration is at the heart of everything we do at Orbit.

High stakes work, high energy celebrations. That’s the Orbit way.

#InnovationEcosystem #OrbitHub #StartupSupport #EthiopiaInnovation #Founders #TechInAfrica",https://www.linkedin.com/feed/update/urn:li:activity:7447561150264766465,Organic,,Amanuel Balcha,04/08/2026,,,All followers,1787,,,62,0.03469501808,32,2,2,,0.0548405163,
"You’ve seen the topics. Now, step inside the studio. 🎬💡

The community response to our Insights Unplugged announcement has been incredible! We hear you loud and clear—Ethiopia’s startup ecosystem is hungry for high-quality, authentic, and actionable conversations.

As our team will tell you, the energy on set for these episodes has been absolutely amazing. We sat down with ecosystem leaders with one strict rule: zero fluff, 100% practical startup wisdom.

Take a behind-the-scenes look at the making of Episode 1 and Episode 2. We are bringing you the no-nonsense advice you need to scale. 🇪🇹📈

📺 Subscribe to our YouTube channel so you don't miss the premiere: @orbitinnovationhub

#InsightUnplugged #OrbitInnovationHub #StartupEthiopia #BusinessGrowth #EthiopianStartups #InnovationEthiopia #AddisAbaba",https://www.linkedin.com/feed/update/urn:li:activity:7447537371044270080,Organic,,Amanuel Balcha,04/08/2026,,,All followers,1303,721,,70,0.05372218043,27,5,2,,0.07981581241,Video
"Yesterday, we wrapped up the #SEEDProgram Entrepreneurial Community Leaders Capacity Building Training at Orbit Innovation Hub.

Over the course of the program, participants engaged in structured sessions focused on leadership, entrepreneurship, and community-driven enterprise development 📘💡🤝 Participants engaged actively throughout the training, contributing meaningful perspectives, collaborative energy, and practical insights that enriched the overall learning experience.

🌱As the program concludes, we look forward to seeing how these insights and experiences translate into action within participants’ communities and contribute to strengthening local entrepreneurial ecosystems 🌍🚀

Thank you to everyone who took part in making this training a meaningful and engaging experience.

#Entrepreneurship #CapacityBuilding #LeadershipDevelopment #Innovation #OrbitInnovationHub",https://www.linkedin.com/feed/update/urn:li:activity:7447530932258947072,Organic,,Amanuel Balcha,04/08/2026,,,All followers,2768,,,1147,0.4143786132,65,2,4,,0.4400289059,
"The Digital Market Linkage Lab is now officially open in #Bishoftu! 🌟

As part of the #SEEDProgram, 45 selected medium enterprises are beginning a 7-week journey to enhance their digital marketing capacity, improve access to market information, and connect with digital financial opportunities.

With the support of experienced consultants and digital marketing experts such as Blih (ብልህ) Marketing, businesses will transform their identified gaps into actionable growth strategies. At the same time, young interns are gaining hands-on experience, building skills that prepare them for the future of work.

This is where business growth meets youth empowerment.
137 enterprises across 3 cities — driving impact together.

#Bishoftu #DigitalGrowth #SEEDProgram #YouthSkills #MarketAccess #Innovation",https://www.linkedin.com/feed/update/urn:li:activity:7447243611387240448,Organic,,Amanuel Balcha,04/07/2026,,,All followers,1319,,,266,0.2016679347,30,2,1,,0.22668688,
"🚀 Reflecting on the Launch of the Digital Market Linkage Lab Initiative in #Adama for #MeduimEnterprises

We recently marked an exciting milestone with the successful launch of the Digital Market Linkage Lab Initiative in Adama under the #SEEDProgram.

The event brought together medium enterprises, digital marketing experts, and ecosystem partners, all united by a shared vision—strengthening businesses through digital transformation. A total of 45 Medium enterprises embarked on a 7-week journey, working closely with Kassma Digitals and ENKOY Technologies consultants to turn identified gaps into practical, measurable improvements in their digital presence and market reach.

What made this initiative particularly impactful was its dual purpose.

Beyond supporting business growth, it also created meaningful opportunities for young professionals. Through structured internships, emerging talent gained hands-on experience in digital marketing while directly contributing to the success of local enterprises. The energy and collaboration between businesses and youth participants were truly inspiring.

The launch event itself was filled with optimism, engagement, and a strong sense of purpose. It set the tone for what would become a collaborative effort to connect enterprises with market information, digital finance opportunities, and new growth pathways.

Looking back, the initiative was more than just a program—it was a step toward building a more inclusive, digitally empowered business ecosystem in Adama.

#DigitalTransformation #SEEDProgram #Adama #DigitalMarketLinkage #YouthEmpowerment #DigitalMarketing #OrbitInnovationHub",https://www.linkedin.com/feed/update/urn:li:activity:7446882398388285440,Organic,,Amanuel Balcha,04/06/2026,,,All followers,2726,,,980,0.3595010936,66,6,6,,0.3881144524,
"Today marked the official kickoff of Day 1 of the Sustainable Employment Through Entrepreneurship & Enterprise Development (SEED) Entrepreneurial Community Leaders Capacity Building Training! We are thrilled to welcome this selected cohort of brilliant entrepreneurs.

Entrepreneurship is no easy feat. As our COO, Girum Assefa Habtewold, highlighted during his opening remarks, the entrepreneurial pursuit is filled with unique challenges. That is exactly why this program was created: to equip founders with the vital leadership skills they need to navigate their journey and thrive.

To ensure our entrepreneurs feel supported, our Community Development Program Manager, Peniel Hailu, walked the cohort through our comprehensive training module, emphasizing how the program is structured to hold their hands through each and every step of the process.

We broke the ice and set the tone for the training with some highly engaging team exercises, fostering early collaboration and a strong sense of community among the participants.

We can't wait to see the growth that will happen over the course of this training! Check out some moments from today’s sessions below. 👇

#GrowthMindset #Innovation #BusinessStrategy #Networking #SkillBuilding",https://www.linkedin.com/feed/update/urn:li:activity:7446825251306438656,Organic,,Amanuel Balcha,04/06/2026,,,All followers,4431,,,1973,0.445271939,90,3,7,,0.4678402245,
"We were honored to host officials from the Ethiopian IT Park at Orbit Health and Orbit Innovation Hub. 🤝

As a member of the Ethiopian IT Park ecosystem—where ambition meets infrastructure, it was inspiring to welcome the very team behind that vision. 

Our discussions centered on future collaboration, strengthening innovation incubation, scaling digital services, and expanding resilient workspaces that support Africa's technology future.

We are excited to continue working together to accelerate the continent's digital transformation. 🌍💡

#EthiopianITPark #OrbitHealth #OrbitInnovationHub #InnovationEcosystem #TechInAfrica #DigitalTransformation #Collaboration #Leadership",https://www.linkedin.com/feed/update/urn:li:activity:7445037289258504192,Organic,,Amanuel Balcha,04/01/2026,,,All followers,2455,,,616,0.2509165108,62,0,1,,0.2765783966,
"A thriving entrepreneurial ecosystem is built by visionary founders who turn local challenges into sustainable solutions. 📈🤝

We are thrilled to share a sneak peek of our latest interviews with the Orbit Innovation Hub Cohort 6 graduates from Wolkite! Supported by the #SEEDProgram, Entrepreneurship Development Institute (EDI) - Ethiopia, and Mastercard Foundation these young leaders are driving real economic and social impact in their city.

In our newly released YouTube video, you will hear firsthand from:
🛍️ Kalkidan Gashaw (INFINITE Eco Bags) on tackling plastic waste.
📦 Mihret Nidaw (Metaw Delivery) on digitizing local commerce.
🌱 Kidist Getu (Tsedu Composted) on sustainable urban agriculture.
🔐 Abdul Menan Ahmed on engineering a 3-way Smart Door Locking System.

Their stories prove the immense potential of African youth when equipped with the right tools, business training, and community support.

🔗 Watch the full interviews on our YouTube channel here: https://lnkd.in/d3CZ_BDn

#AfricanInnovation #Entrepreneurship #YouthEmpowerment #TechForGood #JobCreation #SEEDProgram #Ethiopia #StartupEcosystem #CommunityBuilding",https://www.linkedin.com/feed/update/urn:li:activity:7442095482715267072,Organic,,Amanuel Balcha,03/24/2026,,,All followers,1142,433,,60,0.05253940448,23,1,1,,0.07443082333,Video
"Kickstart Your Career in Digital Marketing: Internship Opportunity in Gonder, Jimma, and Diredewa! 🚀

Are you passionate about the digital landscape and ready to drive real growth for businesses in Ethiopia?

Orbit Innovation Hub, under the Sustainable Employment through Entrepreneurship and Enterprise Development #SEEDProgram, is looking for proactive individuals to join us as Digital Marketing Interns. This is your chance to gain hands-on, field-based experience while supporting Medium Enterprises in their digital transformation journey.

As an intern, you will make a tangible impact by:
📈 Helping local businesses increase their online visibility.
🎯 Designing and executing practical, tailored marketing strategies.
🤝 Strengthening customer engagement through social media channels.

This role is ideal if you are:
• Eager to learn and apply real-world digital marketing tactics.
• Passionate about supporting MSMEs and local economic growth in Ethiopia.
• A committed and responsible team player ready to work with diverse entrepreneurs.

This initiative is proudly part of the SEED Program, developed in partnership with the Mastercard Foundation and a consortium led by the Entrepreneurship Development Institute (EDI) - Ethiopia. Together, we are working toward creating dignified work opportunities for 1 million youth and women across Ethiopia.

👉 Ready to apply? 

Click here:https://lnkd.in/dCCTBbtw
Note: Only shortlisted candidates will be contacted.",https://www.linkedin.com/feed/update/urn:li:activity:7441765556518731776,Organic,,Amanuel Balcha,03/23/2026,,,All followers,2262,,,118,0.05216622353,25,0,1,,0.06366048008,
"A thriving entrepreneurial ecosystem is built by visionary leaders and innovative founders. 📈🤝

We are thrilled to share a sneak peek of our latest interviews with the Orbit Innovation Hub Cohort 6 graduates and community builders from Kombolcha! 

Supported by the hashtag
#SEEDProgram, Entrepreneurship Development Institute (EDI) - Ethiopia, and Mastercard Foundation, these individuals are driving real economic and social impact in their city.

In our newly released YouTube video, you will hear firsthand from:

✨ Community leaders Tebeje, Emebet, and Addis on building the supportive Yegof Entrepreneurial Community.

🌻 Rani Seid (Shure Engineering) on her revolutionary household oil press.

♻️ Mekdes Admasu on her journey to turn urban waste into sustainable fuel briquettes.

Their stories prove the immense potential of African youth when equipped with the right tools, training, and community support.

🔗 Watch the full interviews on our YouTube channel here: https://lnkd.in/d2HuFz7t

Pazion Cherinet Girum Assefa Habtewold Mekides Admasu Fasil Getaneh Dawit Teshome Gebresenbet Hanna Mulugeta Endris Peniel Hailu Lalisa Abdissa

#AfricanInnovation #Entrepreneurship #YouthEmpowerment #TechForGood #JobCreation #SEEDProgram #Ethiopia #StartupEcosystem #CommunityBuilding
",https://www.linkedin.com/feed/update/urn:li:activity:7440724165306806273,Organic,,Amanuel Balcha,03/20/2026,,,All followers,1264,499,,72,0.05696202442,18,1,0,,0.07199367136,Video
እንኳን ለ1447ኛው የኢድ አልፈጥር በዓል በሰላም አደረሳችሁ። በዓሉን ከወዳጅ ዘመድዎ ጋር በደስታ ያሳልፉ። ኢድ ሙባረክ! 🌙✨,https://www.linkedin.com/feed/update/urn:li:activity:7440635780110344192,Organic,,Amanuel Balcha,03/20/2026,,,All followers,550,,,8,0.01454545464,13,0,0,,0.03818181902,
"🌅 Good morning and happy Monday!

A new week is another opportunity to turn ideas into impact. Innovation grows when discipline, problem-solving, and the right support system come together.

At Orbit Innovation Hub, we remain committed to strengthening Ethiopia’s startup and MSME ecosystem through mentorship, structure, and community.

Wishing everyone a productive and inspiring week ahead. 🚀🇪🇹

#EthiopianInnovation #StartupEcosystem #MSMESupport #Mentorship #AfricaInnovation",https://www.linkedin.com/feed/update/urn:li:activity:7439214198930223105,Organic,,Amanuel Balcha,03/16/2026,,,All followers,1062,,,35,0.03295668587,26,2,0,,0.05932203308,
"የሥራ ፈጣሪ ነሽ/ነህ? 🚀
ወይም የራስስሽን/ህን ስራ መጀመር ትፈልጊያለሽ/ለህ? 💡
ይህ መረጃ ለእናንተ ነው።

Insight Unplugged ፖድካስት 🎙 በOrbit Innovation Hub የሚዘጋጀ እና የስታርትአፕ እና የሥራ ፈጠራ ምህዳሩን በቀላል፣ በተግባራዊ እና በልምድ የተመሰረቱ ውይይቶች ያካሂዳል።
በዚህ ውይይት ውስጥ ልምድ ያላቸው ባለሙያዎችና ሥራ ፈጣሪዎች የራሳቸውን ተሞክሮ፣ ልምድ እና ተግባራዊ መፍትሄዎችን ያጋራሉ።

በፖድካስቱ ውስጥ የሚዳሰሱ ዋና ጉዳዮች፦
✨ የብራንድ ግንባታ (Branding)
👥 ቡድን ግንባታ (Team Formation)
🧭 አመራር (Leadership)
📑 የንግድ ህጋዊነት (Business Legalization)
🧠 ራስን ማወቅ (Self Discovery)
💰 ኢንቨስትመንት (Investments)
🤝 ኔትወርኪንግ (Networking)

እና በተለያዩ አርዕስቶች በቅርቡ በOrbit Innovation Hub የYouTube ቻናል ላይ ይዘንላችሁ እንመጣለን። 🎧🚀

#InsightUnplugged #OrbitInnovationHub #StartupEthiopia #Entrepreneurship #BusinessGrowth #StartupJourney #InnovationEthiopia #Branding #Leadership #Networking #Investment #BusinessTips #EthiopianStartups #Entrepreneurs #AddisAbaba #StartupCommunity",https://www.linkedin.com/feed/update/urn:li:activity:7437806880367841280,Organic,,Amanuel Balcha,03/12/2026,,,All followers,2338,,,129,0.05517536402,44,4,6,,0.07827202976,
"Orbit Celebrates March 8 With APPRECIATION NOTES!

Yesterday, we celebrated International Women’s Day at Orbit Innovation Hub and Orbit Health, taking a moment to appreciate the incredible women who contribute to our community every day. 🌸

One of the highlights of the celebration was inviting the men on our team to write appreciation messages to their women colleagues on postcards and personally hand them over. A small gesture that created many genuine and meaningful moments across the room. 💌

The celebration also included engaging activities and a short reflection session with selam muluneh, Peniel Hailu, and Yordianos Mulugeta, who shared thoughtful perspectives with the team.

A moment to pause, appreciate, and celebrate the women who strengthen our workplace every day. 💜

#InternationalWomensDay #IWD2026 #WomenInTheWorkplace #OrbitInnovationHub",https://www.linkedin.com/feed/update/urn:li:activity:7437479442790281216,Organic,,Amanuel Balcha,03/11/2026,,,All followers,1990,,,2354,1.182914615,41,0,2,,1.20452261,
"Strengthening Jimma’s MSMEs to Lead in the Digital Economy

MSMEs are the backbone of Ethiopia’s economy. To drive meaningful transformation, we must ensure they are equipped to compete in an increasingly digital world.

Last week, Orbit Innovation Hub, under the #SEEDProgram, was on the ground in Jimma. In collaboration with the Oromia JCV Bureau BCHUOO, we hosted intensive, hands-on capacity-building sessions at Jimma TVET College.

Our mission is to bridge the digital divide by empowering MSMEs with the skills to thrive online. Through this Digital Market Linkage capacity-building initiative, MSMEs are learning how to:

📱 Leverage digital platforms to strategically expand their customer base.

🛍 Showcase their products and services to connect with broader markets.

💡 Build a credible, sustainable digital presence that drives growth.

🤝 This is more than just a session; it marks a significant milestone in our commitment to building a resilient, digitally-enabled MSME ecosystem in Ethiopia. We are proud to be part of their journey from survival to digital leadership.

Together, we can create a future where our MSMEs not only survive but thrive in the digital economy!

#MSMEs #DigitalTransformation #Ethiopia #Jimma #OrbitInnovationHub #Entrepreneurship #DigitalEconomy",https://www.linkedin.com/feed/update/urn:li:activity:7437035848384237568,Organic,,Amanuel Balcha,03/10/2026,,,All followers,1213,,,188,0.1549876332,22,0,3,,0.1755976975,
"🚀 Call for Consulting Firms – Digital Market Linkage Lab

Orbit Innovation Hub is inviting qualified consulting firms to support the implementation of the Digital Market Linkage Lab in Jimma, Gondar, and Dire Dawa.

The consulting firm will work with Medium Enterprises (MEs) to strengthen their digital presence, including social media and website development, capacity building for interns, and improving access to digital markets and finance. This includes creating awareness on digital lending opportunities and linking businesses to platforms such as the SEED Connect Telegram Mini App and other e-commerce platforms.

📍 Locations: Jimma, Gondar & Dire Dawa
🗓 Application Deadline: March 16, 2026 
ONLY 7 Days LEFT

👉 TOR and Application Form: https://shorturl.at/hzXxe 

👉Application Form: https://lnkd.in/d8xK-MyM

Join us in empowering Medium Enterprises through digitalization and stronger market linkages.

#MSME #DigitalTransformation #DigitalMarketing #Ethiopia #BusinessDevelopment #ConsultingOpportunity",https://www.linkedin.com/feed/update/urn:li:activity:7436735116485402624,Organic,,Amanuel Balcha,03/09/2026,,,All followers,2519,,,135,0.05359269679,29,0,2,,0.06589916348,
"🚀 We’re Hiring! Join the Team at Orbit Innovation Hub

Are you passionate about research, learning, and driving impact through knowledge? We are looking for a Research and Knowledge Management Consultant to support our growing programs and partnerships across Ethiopia.

This role is ideal for a curious and analytical professional who wants to contribute to innovation, evidence generation, and institutional learning. You will work closely with our teams to document insights, support monitoring and evaluation, and help develop scalable and replicable models that strengthen startups, MSMEs, and the broader ecosystem.

If you have experience in research, MEL, knowledge management, or development programs, and you’re excited about shaping the future of innovation and entrepreneurship in Ethiopia, this opportunity is for you.

📍 Location: Ethiopia
📅 Experience: 2–4 years
🎓 Background: Development, Economics, Statistics, Research, or related fields

👉 Apply now and be part of building impactful, data-driven solutions.

📩 https://lnkd.in/dWHPenfA

#OrbitInnovationHub #Hiring #Research #KnowledgeManagement #MEL #Innovation #Startups #MSMEs #Ethiopia",https://www.linkedin.com/feed/update/urn:li:activity:7436701464015572992,Organic,,Amanuel Balcha,03/09/2026,,,All followers,4778,,,267,0.05588112026,33,0,4,,0.06362494826,
"Celebrating the strength, brilliance, and impact of women everywhere. Happy International Women’s Day 💜✨

#InternationalWomensDay #March8 #WomenInLeadership #WomenInInnovation #EmpowerWomen #InspireChange",https://www.linkedin.com/feed/update/urn:li:activity:7436351823172685824,Organic,,Amanuel Balcha,03/08/2026,,,All followers,943,,,26,0.02757157944,20,0,3,,0.0519618243,
"🚀 We have successfully concluded the first in person session of the SEED Acceleration Program at Orbit Innovation Hub .

Over the past four days, participating startups engaged in intensive and highly interactive sessions covering Business Operations and Strategy, Digital Marketing, Business Finance, and Sales and Marketing.

The sessions were designed as experiential learning spaces where founders could reflect on their business models, strengthen their operational systems, and build practical strategies for growth.

The energy, participation, and openness to learn from the founders made the experience truly engaging and impactful.

With the in person phase now completed, the acceleration journey continues over the next three months with ongoing mentorship, advisory support, and execution focused activities.

The momentum continues as we work together to build stronger, growth ready startups. 📈

#SEEDAcceleration #StartupEcosystem #Entrepreneurship #GrowthStrategy #OrbitInnovationHub",https://www.linkedin.com/feed/update/urn:li:activity:7436297258179940352,Organic,,Amanuel Balcha,03/08/2026,,,All followers,3524,,,1738,0.4931895435,90,0,4,,0.5198637843,
"🚀 1,000 MSMEs Digitally Empowered in Just One Month

In February, Orbit Innovation Hub, in collaboration with the Tigray Bureau of Industry, delivered practical Digital Market Linkage capacity-building sessions to 1,000 MSMEs in Mekelle.

Throughout the program, MSMEs didn’t just learn about digital tools — they applied them.

From setting up business-focused Telegram channels and using Facebook Marketplace, to exploring the SEED Connect Telegram mini-app e-commerce platform, businesses gained hands-on experience connecting to the growing digital market ecosystem.

Today, these enterprises are better equipped to:

✨ Expand their market reach
📱 Build a strong digital presence
🛍 Showcase products and services online
🤝 Connect with wider customer networks

This milestone represents more than a training program — it is a step toward transforming local markets through digital innovation and social media-driven commerce.

As more MSMEs adopt digital tools, the future of inclusive, connected, and resilient local economies continues to grow.

#DigitalTransformation #MSMEDevelopment #DigitalMarketLinkage #Entrepreneurship #Innovation #DigitalEconomy #OrbitInnovationHub",https://www.linkedin.com/feed/update/urn:li:activity:7435685127999053832,Organic,,Amanuel Balcha,03/06/2026,,,All followers,1756,,,374,0.2129840553,49,2,7,,0.2460136712,
"🚀 Call for Consulting Firms – Digital Market Linkage Lab

Orbit Innovation Hub is inviting qualified consulting firms to support the implementation of the Digital Market Linkage Lab in Jimma, Gondar, and Dire Dawa.

The consulting firm will work with Medium Enterprises (MEs) to strengthen their digital presence, including social media and website development, capacity building for interns, and improving access to digital markets and finance. This includes creating awareness on digital lending opportunities and linking businesses to platforms such as the SEED Connect Telegram Mini App and other e-commerce platforms.

📍 Locations: Jimma, Gondar & Dire Dawa
🗓 Application Deadline: March 16, 2026

👉 TOR and Application Form:  https://shorturl.at/hzXxe 

👉Application Form: https://lnkd.in/d8xK-MyM

Join us in empowering Medium Enterprises through digitalization and stronger market linkages.

#MSME #DigitalTransformation #DigitalMarketing #Ethiopia
#BusinessDevelopment #ConsultingOpportunity",https://www.linkedin.com/feed/update/urn:li:activity:7435639743494656000,Organic,,Amanuel Balcha,03/06/2026,,,All followers,2034,,,98,0.04818092287,29,1,5,,0.06538839638,
"Happening Now in Bishoftu 🚀

Under the SEED Program, Orbit Innovation Hub in collaboration with the Oromia Job Creation and Vocational Bureau is delivering a fully practical Digital Market Linkage capacity-building session at Bishoftu TVET.

Today is not about presentations — it’s about practice. MSMEs are actively working on real business cases, learning how to:

✔️ Expand their market reach beyond local boundaries
✔️ Build and strengthen a strong digital presence
✔️ Professionally showcase their products and services using the SEED Connect Telegram mini app 

This hands-on session is transforming digital marketing concepts into real-time execution. MSMEs are not only learning strategies — they are applying them immediately to increase visibility, attract customers, and unlock new market opportunities.

Digital transformation is no longer optional. It’s the pathway to growth, competitiveness, and sustainable impact for MSMEs in Oromia.

#DigitalMarketLinkage #Bishoftu #MSMEs #SEEDProgram #OrbitInnovationHub #Oromia #DigitalMarketing #MarketAccess #SEEDConnect",https://www.linkedin.com/feed/update/urn:li:activity:7434934365203320833,Organic,,Amanuel Balcha,03/04/2026,,,All followers,1096,,,604,0.5510948896,28,0,3,,0.5793795586,
"Happening now! Orbit Innovation Hub

The SEED OIH Acceleration Program has officially kicked off, launching a four-month journey for selected startups under our structured 3P+R pathway.

Over the next 12 weeks, founders will work closely with Growth Advisors, join expert-led sessions and industry workshops, complete weekly execution workbooks, and prepare for investor readiness.

The program opened today with remarks from our Program Lead, Dawit Teshome Gebresenbet, who set the expectations for the journey ahead. Ahmed Jafar followed with an orientation on the acceleration framework and execution tools.

The first session, focused on Operations & Business Strategy, is being delivered by Abel Tefera.

We are building disciplined founders.
We are building execution systems.
We are building investable companies.

The work starts now.

#SEEDAcceleration #StartupEcosystem #Entrepreneurship #GrowthStrategy #InvestorReadiness #OrbitInnovationHub",https://www.linkedin.com/feed/update/urn:li:activity:7434897294719631360,Organic,,Amanuel Balcha,03/04/2026,,,All followers,2450,,,7352,3.000816345,42,2,2,,3.019591808,
የ መላው ጥቁር ህዝቦች ኩራት ለ ሆነው የ130ኛው  የአድዋ ድል መታሰቢያ በዓል አደረሳችሁ! አደረሰን!,https://www.linkedin.com/feed/update/urn:li:activity:7434158017585176577,Organic,,Amanuel Balcha,03/02/2026,,,All followers,569,,,9,0.01581722312,23,0,1,,0.05799648538,
"Empowering the Next Generation of Ethiopian Entrepreneurs in Gondar 🇪🇹🚀

Innovation is thriving in the historic city of Gondar! We are incredibly proud to share this sneak peek from the graduation of Cohort 6 under the SEED Program.

The founders in this room are building scalable startups that solve real-world problems. From Bethlehem Tewachew (ColoCare Ethiopia) manufacturing affordable colostomy bags, to Aduga Abeje (Sun Dry) innovating in agriculture with solar-powered coffee dryers, and Tihitina Aradom (Yema Decaf Coffee) revolutionizing the local market with chemical-free decaf coffee! ☕💡

Beyond their individual startups, this cohort united to launch the Gondar Fasilides Entrepreneurs Community to foster a sustainable, collaborative business ecosystem locally. 🤝

Thank you to our partners, the Mastercard Foundation and the Entrepreneurship Development Institute (EDI) - Ethiopia, and all #SEEDProgram consortium partners for making this impact possible. 

🎥 Head over to our YouTube channel (@orbitinnovationhub) to watch the full highlights and pitches!

👇 Link in the comments!

Pazion Cherinet Girum Assefa Habtewold Dawit Teshome Gebresenbet Hanna Mulugeta Endris Mekides Admasu Fasil Getaneh Peniel Hailu Lalisa Abdissa

#OrbitInnovationHub #Entrepreneurship #Ethiopia #Gondar #Innovation #Startups #MastercardFoundation #YouthEmpowerment",https://www.linkedin.com/feed/update/urn:li:activity:7433411781022261248,Organic,,Amanuel Balcha,02/28/2026,,,All followers,1285,545,,26,0.0202334635,23,2,1,,0.04046692699,Video
